,sentence,score,label
592,"On hearing himself addressed as your Excellency, the Director of the Marionette Theater sat up very straight in his chair, stroked his long beard, and becoming suddenly kind and compassionate, smiled proudly as he said to Pinocchio: Well, what do you want from me now, Marionette.",0.8000000119209291,2
593,"I beg for mercy for my poor friend, Harlequin, who has never done the least harm in his life.",-0.20000000298023224,0
594,"There is no mercy here, Pinocchio.",-0.6000000238418579,0
595,I have spared you.,0.0,1
596,Harlequin must burn in your place.,-0.6000000238418579,0
597,I am hungry and my dinner must be cooked.,-0.10000000149011612,0
598,"In that case, said Pinocchio proudly, as he stood up and flung away his cap of dough, in that case, my duty is clear.",0.30000001192092896,2
599,"Come, officers.",-0.10000000149011612,0
600,Tie me up and throw me on those flames.,-0.20000000298023224,0
601,"No, it is not fair for poor Harlequin, the best friend that I have in the world, to die in my place.",-0.8000000119209291,0
602,"These brave words, said in a piercing voice, made all the other Marionettes cry.",0.0,1
603,"Even the officers, who were made of wood also, cried like two babies.",-0.30000001192092896,0
604,"Fire Eater at first remained hard and cold as a piece of ice; but then, little by little, he softened and began to sneeze.",0.10000000149011612,1
605,"And after four or five sneezes, he opened wide his arms and said to Pinocchio: You are a brave boy.",0.20000000298023224,2
606,Come to my arms and kiss me.,-0.4000000059604645,0
607,"Pinocchio ran to him and scurrying like a squirrel up the long black beard, he gave Fire Eater a loving kiss on the tip of his nose.",0.20000000298023224,2
608,Has pardon been granted to me.,0.0,1
609,asked poor Harlequin with a voice that was hardly a breath.,-0.699999988079071,0
610,Pardon is yours.,0.0,1
611,"answered Fire Eater; and sighing and wagging his head, he added: Well, tonight I shall have to eat my lamb only half cooked, but beware the next time, Marionettes.",-0.6000000238418579,0
612,"At the news that pardon had been given, the Marionettes ran to the stage and, turning on all the lights, they danced and sang till dawn.",0.0,1
613,"CHAPTER 12 Fire Eater gives Pinocchio five gold pieces for his father, Geppetto; but the Marionette meets a Fox and a Cat and follows them.",0.10000000149011612,1
614,The next day Fire Eater called Pinocchio aside and asked him: What is your father’s name.,-0.10000000149011612,0
615,Geppetto.,0.20000000298023224,2
616,And what is his trade.,-0.20000000298023224,0
617,He’s a wood carver.,0.0,1
618,Does he earn much.,-0.30000001192092896,0
619,He earns so much that he never has a penny in his pockets.,0.4000000059604645,2
620,"Just think that, in order to buy me an A-B-C book for school, he had to sell the only coat he owned, a coat so full of darns and patches that it was a pity.",-0.699999988079071,0
621,Poor fellow.,-0.8000000119209291,0
622,I feel sorry for him.,-0.8999999761581421,0
623,"Here, take these five gold pieces.",0.0,1
624,"Go, give them to him with my kindest regards.",0.6000000238418579,2
625,"Pinocchio, as may easily be imagined, thanked him a thousand times.",0.8999999761581421,2
626,"He kissed each Marionette in turn, even the officers, and, beside himself with joy, set out on his homeward journey.",0.6000000238418579,2
627,"He had gone barely half a mile when he met a lame Fox and a blind Cat, walking together like two good friends.",0.20000000298023224,2
628,"The lame Fox leaned on the Cat, and the blind Cat let the Fox lead him along.",0.20000000298023224,2
629,"Good morning, Pinocchio, said the Fox, greeting him courteously.",0.699999988079071,2
630,How do you know my name.,0.0,1
631,asked the Marionette.,-0.10000000149011612,0
632,I know your father well.,0.699999988079071,2
633,Where have you seen him.,-0.10000000149011612,0
634,I saw him yesterday standing at the door of his house.,-0.30000001192092896,0
635,And what was he doing.,-0.30000001192092896,0
636,He was in his shirt sleeves trembling with cold.,-0.699999988079071,0
637,Poor Father.,-0.8000000119209291,0
638,"But, after today, God willing, he will suffer no longer.",-0.699999988079071,0
639,Why.,-0.5,0
640,Because I have become a rich man.,0.30000001192092896,2
641,"You, a rich man.",-0.20000000298023224,0
642,"said the Fox, and he began to laugh out loud.",0.4000000059604645,2
643,"The Cat was laughing also, but tried to hide it by stroking his long whiskers.",0.0,1
644,"There is nothing to laugh at, cried Pinocchio angrily.",-0.8000000119209291,0
645,"I am very sorry to make your mouth water, but these, as you know, are five new gold pieces.",0.0,1
646,And he pulled out the gold pieces which Fire Eater had given him.,-0.4000000059604645,0
647,"At the cheerful tinkle of the gold, the Fox unconsciously held out his paw that was supposed to be lame, and the Cat opened wide his two eyes till they looked like live coals, but he closed them again so quickly that Pinocchio did not notice.",-0.20000000298023224,0
648,"And may I ask, inquired the Fox, what you are going to do with all that money.",-0.4000000059604645,0
649,"First of all, answered the Marionette, I want to buy a fine new coat for my father, a coat of gold and silver with diamond buttons; after that, I’ll buy an A-BC book for myself.",0.5,2
650,For yourself.,0.0,1
651,For myself.,0.0,1
652,I want to go to school and study hard.,0.10000000149011612,1
653,"Look at me, said the Fox.",-0.20000000298023224,0
654,"For the silly reason of wanting to study, I have lost a paw.",-0.6000000238418579,0
655,"Look at me, said the Cat.",-0.10000000149011612,0
656,"For the same foolish reason, I have lost the sight of both eyes.",-0.8000000119209291,0
657,"At that moment, a Blackbird, perched on the fence along the road, called out sharp and clear: Pinocchio, do not listen to bad advice.",-0.6000000238418579,0
658,"If you do, you’ll be sorry.",-0.6000000238418579,0
659,Poor little Blackbird.,-0.8000000119209291,0
660,If he had only kept his words to himself.,-0.5,0
661,"In the twinkling of an eyelid, the Cat leaped on him, and ate him, feathers and all.",-0.30000001192092896,0
662,"After eating the bird, he cleaned his whiskers, closed his eyes, and became blind once more.",0.0,1
663,Poor Blackbird.,0.20000000298023224,2
664,said Pinocchio to the Cat.,0.0,1
665,Why did you kill him.,-0.8000000119209291,0
666,I killed him to teach him a lesson.,-0.5,0
667,He talks too much.,-0.699999988079071,0
668,Next time he will keep his words to himself.,0.0,1
669,By this time the three companions had walked a long distance.,0.0,1
670,"Suddenly, the Fox stopped in his tracks and, turning to the Marionette, said to him: Do you want to double your gold pieces.",-0.20000000298023224,0
671,What do you mean.,-0.20000000298023224,0
672,"Do you want one hundred, a thousand, two thousand gold pieces for your miserable five.",-0.30000001192092896,0
673,"Yes, but how.",-0.10000000149011612,0
674,The way is very easy.,0.8000000119209291,2
675,"Instead of returning home, come with us.",-0.20000000298023224,0
676,And where will you take me.,-0.20000000298023224,0
677,To the City of Simple Simons.,0.0,1
678,"Pinocchio thought a while and then said firmly: No, I don’t want to go.",-0.699999988079071,0
679,"Home is near, and I’m going where Father is waiting for me.",0.699999988079071,2
680,How unhappy he must be that I have not yet returned.,-0.8000000119209291,0
681,"I have been a bad son, and the Talking Cricket was right when he said that a disobedient boy cannot be happy in this world.",-0.30000001192092896,0
682,I have learned this at my own expense.,-0.20000000298023224,0
683,"Even last night in the theater, when Fire Eater.",0.0,1
684,.,0.0,1
685,.,0.0,1
686,Brrrr!!!!.,0.30000001192092896,2
687,.,0.0,1
688,.,0.0,1
689,.,0.0,1
690,The shivers run up and down my back at the mere thought of it.,-0.30000001192092896,0
691,"Well, then, said the Fox, if you really want to go home, go ahead, but you’ll be sorry.",-0.6000000238418579,0
692,"You’ll be sorry, repeated the Cat.",-0.4000000059604645,0
693,"Think well, Pinocchio, you are turning your back on Dame Fortune.",-0.20000000298023224,0
694,"On Dame Fortune, repeated the Cat.",0.0,1
695,Tomorrow your five gold pieces will be two thousand.,0.10000000149011612,1
696,Two thousand.,0.10000000149011612,1
697,repeated the Cat.,0.0,1
698,But how can they possibly become so many.,-0.6000000238418579,0
699,asked Pinocchio wonderingly.,-0.10000000149011612,0
700,"I’ll explain, said the Fox.",-0.30000001192092896,0
701,"You must know that, just outside the City of Simple Simons, there is a blessed field called the Field of Wonders.",0.30000001192092896,2
702,In this field you dig a hole and in the hole you bury a gold piece.,-0.6000000238418579,0
703,"After covering up the hole with earth you water it well, sprinkle a bit of salt on it, and go to bed.",0.0,1
704,"During the night, the gold piece sprouts, grows, blossoms, and next morning you find a beautiful tree, that is loaded with gold pieces.",0.8999999761581421,2
705,"So that if I were to bury my five gold pieces, cried Pinocchio with growing wonder, next morning I should find—how many.",0.0,1
706,"It is very simple to figure out, answered the Fox.",0.6000000238418579,2
707,"Why, you can figure it on your fingers.",-0.10000000149011612,0
708,"Granted that each piece gives you five hundred, multiply five hundred by five.",0.0,1
709,"Next morning you will find twenty-five hundred new, sparkling gold pieces.",0.5,2
710,Fine.,0.6000000238418579,2
711,Fine.,0.6000000238418579,2
712,"cried Pinocchio, dancing about with joy.",0.8000000119209291,2
713,"And as soon as I have them, I shall keep two thousand for myself and the other five hundred I’ll give to you two.",0.5,2
714,A gift for us.,0.8000000119209291,2
715,"cried the Fox, pretending to be insulted.",-0.8000000119209291,0
716,"Why, of course not.",-0.5,0
717,Of course not.,-0.6000000238418579,0
718,repeated the Cat.,0.0,1
719,"We do not work for gain, answered the Fox.",-0.6000000238418579,0
720,We work only to enrich others.,0.0,1
721,To enrich others.,0.10000000149011612,1
722,repeated the Cat.,0.0,1
723,"What good people, thought Pinocchio to himself.",-0.30000001192092896,0
724,"And forgetting his father, the new coat, the A-B-C book, and all his good resolutions, he said to the Fox and to the Cat: Let us go.",0.0,1
725,I am with you.,0.0,1
726,CHAPTER 13 The Inn of the Red Lobster Cat and Fox and Marionette walked and walked and walked.,0.0,1
727,"At last, toward evening, dead tired, they came to the Inn of the Red Lobster.",0.0,1
728,"Let us stop here a while, said the Fox, to eat a bite and rest for a few hours.",-0.20000000298023224,0
729,"At midnight we’ll start out again, for at dawn tomorrow we must be at the Field of Wonders.",0.20000000298023224,2
730,They went into the Inn and all three sat down at the same table.,-0.4000000059604645,0
731,"However, not one of them was very hungry.",-0.4000000059604645,0
732,"The poor Cat felt very weak, and he was able to eat only thirty-five mullets with tomato sauce and four portions of tripe with cheese.",-0.8000000119209291,0
733,"Moreover, as he was so in need of strength, he had to have four more helpings of butter and cheese.",-0.6000000238418579,0
734,"The Fox, after a great deal of coaxing, tried his best to eat a little.",0.0,1
735,"The doctor had put him on a diet, and he had to be satisfied with a small hare dressed with a dozen young and tender spring chickens.",0.4000000059604645,2
736,"After the hare, he ordered some partridges, a few pheasants, a couple of rabbits, and a dozen frogs and lizards.",0.10000000149011612,1
737,That was all.,-0.4000000059604645,0
738,"He felt ill, he said, and could not eat another bite.",-0.8000000119209291,0
739,Pinocchio ate least of all.,-0.20000000298023224,0
740,He asked for a bite of bread and a few nuts and then hardly touched them.,-0.699999988079071,0
741,"The poor fellow, with his mind on the Field of Wonders, was suffering from a gold-piece indigestion.",-0.8000000119209291,0
742,"Supper over, the Fox said to the Innkeeper: Give us two good rooms, one for Mr.",0.5,2
743,Pinocchio and the other for me and my friend.,0.30000001192092896,2
744,"Before starting out, we’ll take a little nap.",0.0,1
745,"Remember to call us at midnight sharp, for we must continue on our journey.",0.5,2
746,"Yes, sir, answered the Innkeeper, winking in a knowing way at the Fox and the Cat, as if to say, I understand.",0.0,1
747,"As soon as Pinocchio was in bed, he fell fast asleep and began to dream.",0.8000000119209291,2
748,He dreamed he was in the middle of a field.,0.0,1
749,The field was full of vines heavy with grapes.,-0.6000000238418579,0
750,The grapes were no other than gold coins which tinkled merrily as they swayed in the wind.,-0.699999988079071,0
751,"They seemed to say, Let him who wants us take us.",-0.30000001192092896,0
752,"Just as Pinocchio stretched out his hand to take a handful of them, he was awakened by three loud knocks at the door.",-0.699999988079071,0
753,It was the Innkeeper who had come to tell him that midnight had struck.,-0.20000000298023224,0
754,Are my friends ready.,0.30000001192092896,2
755,the Marionette asked him.,-0.10000000149011612,0
756,"Indeed, yes.",0.6000000238418579,2
757,They went two hours ago.,-0.4000000059604645,0
758,Why in such a hurry.,-0.5,0
759,Unfortunately the Cat received a telegram which said that his first-born was suffering from chilblains and was on the point of death.,-0.8000000119209291,0
760,He could not even wait to say good-by to you.,0.30000001192092896,2
761,Did they pay for the supper.,0.0,1
762,How could they do such a thing.,-0.4000000059604645,0
763,"Being people of great refinement, they did not want to offend you so deeply as not to allow you the honor of paying the bill.",-0.8000000119209291,0
764,Too bad.,-0.8000000119209291,0
765,"That offense would have been more than pleasing to me, said Pinocchio, scratching his head.",-0.5,0
766,Where did my good friends say they would wait for me.,-0.30000001192092896,0
767,he added.,0.0,1
768,"At the Field of Wonders, at sunrise tomorrow morning.",0.0,1
769,Pinocchio paid a gold piece for the three suppers and started on his way toward the field that was to make him a rich man.,0.20000000298023224,2
770,"He walked on, not knowing where he was going, for it was dark, so dark that not a thing was visible.",-0.699999988079071,0
771,"Round about him, not a leaf stirred.",-0.20000000298023224,0
772,A few bats skimmed his nose now and again and scared him half to death.,-0.699999988079071,0
773,"Once or twice he shouted, Who goes there.",-0.10000000149011612,0
774,"and the far-away hills echoed back to him, Who goes there.",-0.20000000298023224,0
775,Who goes there.,-0.10000000149011612,0
776,Who goes.,-0.10000000149011612,0
777,.,0.0,1
778,.,0.0,1
779,.,0.0,1
780,"As he walked, Pinocchio noticed a tiny insect glimmering on the trunk of a tree, a small being that glowed with a pale, soft light.",-0.30000001192092896,0
781,Who are you.,0.0,1
782,he asked.,-0.10000000149011612,0
783,"I am the ghost of the Talking Cricket, answered the little being in a faint voice that sounded as if it came from a far-away world.",0.20000000298023224,2
784,What do you want.,-0.30000001192092896,0
785,asked the Marionette.,-0.10000000149011612,0
786,I want to give you a few words of good advice.,0.699999988079071,2
787,Return home and give the four gold pieces you have left to your poor old father who is weeping because he has not seen you for many a day.,-0.8000000119209291,0
788,"Tomorrow my father will be a rich man, for these four gold pieces will become two thousand.",0.5,2
789,"Don’t listen to those who promise you wealth overnight, my boy.",-0.8999999761581421,0
790,As a rule they are either fools or swindlers.,-0.8000000119209291,0
791,Listen to me and go home.,-0.20000000298023224,0
792,But I want to go on.,0.0,1
793,The hour is late.,-0.5,0
794,I want to go on.,0.4000000059604645,2
795,The night is very dark.,-0.4000000059604645,0
796,I want to go on.,0.4000000059604645,2
797,The road is dangerous.,-0.8000000119209291,0
798,I want to go on.,0.4000000059604645,2
799,"Remember that boys who insist on having their own way, sooner or later come to grief.",-0.699999988079071,0
800,The same nonsense.,-0.8000000119209291,0
801,"Good-by, Cricket.",0.699999988079071,2
802,"Good night, Pinocchio, and may Heaven preserve you from the Assassins.",0.8000000119209291,2
803,"There was silence for a minute and the light of the Talking Cricket disappeared suddenly, just as if someone had snuffed it out.",-0.6000000238418579,0
804,Once again the road was plunged in darkness.,-0.699999988079071,0
805,"CHAPTER 14 Pinocchio, not having listened to the good advice of the Talking Cricket, falls into the hands of the Assassins.",-0.30000001192092896,0
806,"Dear, oh, dear.",-0.10000000149011612,0
807,"When I come to think of it, said the Marionette to himself, as he once more set out on his journey, we boys are really very unlucky.",-0.699999988079071,0
808,"Everybody scolds us, everybody gives us advice, everybody warns us.",-0.10000000149011612,0
809,"If we were to allow it, everyone would try to be father and mother to us; everyone, even the Talking Cricket.",-0.4000000059604645,0
810,"Take me, for example.",-0.10000000149011612,0
811,"Just because I would not listen to that bothersome Cricket, who knows how many misfortunes may be awaiting me.",-0.6000000238418579,0
812,Assassins indeed.,0.30000001192092896,2
813,"At least I have never believed in them, nor ever will.",-0.30000001192092896,0
814,"To speak sensibly, I think assassins have been invented by fathers and mothers to frighten children who want to run away at night.",-0.30000001192092896,0
815,"And then, even if I were to meet them on the road, what matter.",-0.4000000059604645,0
816,"I’ll just run up to them, and say, ‘Well, signori, what do you want.",-0.6000000238418579,0
817,Remember that you can’t fool with me.,-0.699999988079071,0
818,Run along and mind your business.’,-0.6000000238418579,0
819,"At such a speech, I can almost see those poor fellows running like the wind.",-0.10000000149011612,0
820,"But in case they don’t run away, I can always run myself.",0.6000000238418579,2
821,.,0.0,1
822,.,0.0,1
823,"Pinocchio was not given time to argue any longer, for he thought he heard a slight rustle among the leaves behind him.",-0.5,0
824,"He turned to look and behold, there in the darkness stood two big black shadows, wrapped from head to foot in black sacks.",0.20000000298023224,2
825,The two figures leaped toward him as softly as if they were ghosts.,0.0,1
826,Here they come.,0.10000000149011612,1
827,"Pinocchio said to himself, and, not knowing where to hide the gold pieces, he stuck all four of them under his tongue.",-0.4000000059604645,0
828,"He tried to run away, but hardly had he taken a step, when he felt his arms grasped and heard two horrible, deep voices say to him: Your money or your life.",-0.699999988079071,0
829,"On account of the gold pieces in his mouth, Pinocchio could not say a word, so he tried with head and hands and body to show, as best he could, that he was only a poor Marionette without a penny in his pocket.",-0.5,0
830,"Come, come, less nonsense, and out with your money.",0.4000000059604645,2
831,cried the two thieves in threatening voices.,-0.8000000119209291,0
832,"Once more, Pinocchio’s head and hands said, I haven’t a penny.",-0.30000001192092896,0
833,"Out with that money or you’re a dead man, said the taller of the two Assassins.",-0.699999988079071,0
834,"Dead man, repeated the other.",-0.6000000238418579,0
835,"And after having killed you, we will kill your father also.",-0.8999999761581421,0
836,Your father also.,-0.30000001192092896,0
837,"No, no, no, not my Father.",-0.8000000119209291,0
838,"cried Pinocchio, wild with terror; but as he screamed, the gold pieces tinkled together in his mouth.",0.0,1
839,"Ah, you rascal.",-0.20000000298023224,0
840,So that’s the game.,-0.20000000298023224,0
841,You have the money hidden under your tongue.,-0.20000000298023224,0
842,Out with it.,0.0,1
843,But Pinocchio was as stubborn as ever.,-0.699999988079071,0
844,Are you deaf.,-0.20000000298023224,0
845,"Wait, young man, we’ll get it from you in a twinkling.",-0.20000000298023224,0
846,"One of them grabbed the Marionette by the nose and the other by the chin, and they pulled him unmercifully from side to side in order to make him open his mouth.",-0.699999988079071,0
847,All was of no use.,-0.8000000119209291,0
848,The Marionette’s lips might have been nailed together.,-0.20000000298023224,0
849,They would not open.,-0.8000000119209291,0
850,"In desperation the smaller of the two Assassins pulled out a long knife from his pocket, and tried to pry Pinocchio’s mouth open with it.",-0.6000000238418579,0
851,"Quick as a flash, the Marionette sank his teeth deep into the Assassin’s hand, bit it off and spat it out.",-0.20000000298023224,0
852,"Fancy his surprise when he saw that it was not a hand, but a cat’s paw.",0.20000000298023224,2
853,"Encouraged by this first victory, he freed himself from the claws of his assailers and, leaping over the bushes along the road, ran swiftly across the fields.",0.699999988079071,2
854,"His pursuers were after him at once, like two dogs chasing a hare.",-0.30000001192092896,0
855,"After running seven miles or so, Pinocchio was well-nigh exhausted.",0.0,1
856,"Seeing himself lost, he climbed up a giant pine tree and sat there to see what he could see.",0.0,1
857,"The Assassins tried to climb also, but they slipped and fell.",-0.699999988079071,0
858,"Far from giving up the chase, this only spurred them on.",0.10000000149011612,1
859,"They gathered a bundle of wood, piled it up at the foot of the pine, and set fire to it.",-0.10000000149011612,0
860,In a twinkling the tree began to sputter and burn like a candle blown by the wind.,-0.5,0
861,Pinocchio saw the flames climb higher and higher.,-0.30000001192092896,0
862,"Not wishing to end his days as a roasted Marionette, he jumped quickly to the ground and off he went, the Assassins close to him, as before.",0.20000000298023224,2
863,"Dawn was breaking when, without any warning whatsoever, Pinocchio found his path barred by a deep pool full of water the color of muddy coffee.",-0.699999988079071,0
864,What was there to do.,-0.10000000149011612,0
865,"With a One, two, three.",0.0,1
866,he jumped clear across it.,0.10000000149011612,1
867,"The Assassins jumped also, but not having measured their distance well— splash!!!—they fell right into the middle of the pool.",-0.30000001192092896,0
868,"Pinocchio who heard the splash and felt it, too, cried out, laughing, but never stopping in his race: A pleasant bath to you, signori.",0.699999988079071,2
869,He thought they must surely be drowned and turned his head to see.,-0.8000000119209291,0
870,"But there were the two somber figures still following him, though their black sacks were drenched and dripping with water.",-0.5,0
871,"CHAPTER 15 The Assassins chase Pinocchio, catch him, and hang him to the branch of a giant oak tree.",0.0,1
872,"As he ran, the Marionette felt more and more certain that he would have to give himself up into the hands of his pursuers.",-0.30000001192092896,0
873,Suddenly he saw a little cottage gleaming white as the snow among the trees of the forest.,0.20000000298023224,2
874,"If I have enough breath left with which to reach that little house, I may be saved, he said to himself.",0.20000000298023224,2
875,"Not waiting another moment, he darted swiftly through the woods, the Assassins still after him.",0.20000000298023224,2
876,"After a hard race of almost an hour, tired and out of breath, Pinocchio finally reached the door of the cottage and knocked.",0.0,1
877,No one answered.,-0.699999988079071,0
878,"He knocked again, harder than before, for behind him he heard the steps and the labored breathing of his persecutors.",0.0,1
879,The same silence followed.,-0.5,0
880,"As knocking was of no use, Pinocchio, in despair, began to kick and bang against the door, as if he wanted to break it.",-0.699999988079071,0
881,"At the noise, a window opened and a lovely maiden looked out.",0.6000000238418579,2
882,She had azure hair and a face white as wax.,-0.4000000059604645,0
883,Her eyes were closed and her hands crossed on her breast.,-0.699999988079071,0
884,"With a voice so weak that it hardly could be heard, she whispered: No one lives in this house.",-0.8000000119209291,0
885,Everyone is dead.,-0.8999999761581421,0
886,"Won’t you, at least, open the door for me.",-0.20000000298023224,0
887,cried Pinocchio in a beseeching voice.,-0.4000000059604645,0
888,I also am dead.,-0.8999999761581421,0
889,Dead.,-0.699999988079071,0
890,"What are you doing at the window, then.",-0.20000000298023224,0
891,I am waiting for the coffin to take me away.,-0.699999988079071,0
892,"After these words, the little girl disappeared and the window closed without a sound.",-0.8000000119209291,0
893,"Oh, Lovely Maiden with Azure Hair, cried Pinocchio, open, I beg of you.",-0.30000001192092896,0
894,"Take pity on a poor boy who is being chased by two Assass— He did not finish, for two powerful hands grasped him by the neck and the same two horrible voices growled threateningly: Now we have you.",-0.699999988079071,0
895,"The Marionette, seeing death dancing before him, trembled so hard that the joints of his legs rattled and the coins tinkled under his tongue.",-0.699999988079071,0
896,"Well, the Assassins asked, will you open your mouth now or not.",-0.20000000298023224,0
897,Ah.,0.0,1
898,You do not answer.,-0.8000000119209291,0
899,"Very well, this time you shall open it.",0.699999988079071,2
900,"Taking out two long, sharp knives, they struck two heavy blows on the Marionette’s back.",-0.699999988079071,0
901,"Happily for him, Pinocchio was made of very hard wood and the knives broke into a thousand pieces.",-0.10000000149011612,0
902,"The Assassins looked at each other in dismay, holding the handles of the knives in their hands.",-0.699999988079071,0
903,"I understand, said one of them to the other, there is nothing left to do now but to hang him.",-0.699999988079071,0
904,"To hang him, repeated the other.",-0.10000000149011612,0
905,They tied Pinocchio’s hands behind his shoulders and slipped the noose around his neck.,-0.699999988079071,0
906,"Throwing the rope over the high limb of a giant oak tree, they pulled till the poor Marionette hung far up in space.",0.0,1
907,"Satisfied with their work, they sat on the grass waiting for Pinocchio to give his last gasp.",0.4000000059604645,2
908,"But after three hours the Marionette’s eyes were still open, his mouth still shut and his legs kicked harder than ever.",-0.6000000238418579,0
909,"Tired of waiting, the Assassins called to him mockingly: Good-by till tomorrow.",0.10000000149011612,1
910,"When we return in the morning, we hope you’ll be polite enough to let us find you dead and gone and with your mouth wide open.",-0.699999988079071,0
911,With these words they went.,0.0,1
912,A few minutes went by and then a wild wind started to blow.,-0.699999988079071,0
913,"As it shrieked and moaned, the poor little sufferer was blown to and fro like the hammer of a bell.",-0.6000000238418579,0
914,"The rocking made him seasick and the noose, becoming tighter and tighter, choked him.",0.4000000059604645,2
915,Little by little a film covered his eyes.,-0.20000000298023224,0
916,"Death was creeping nearer and nearer, and the Marionette still hoped for some good soul to come to his rescue, but no one appeared.",-0.6000000238418579,0
917,"As he was about to die, he thought of his poor old father, and hardly conscious of what he was saying, murmured to himself: Oh, Father, dear Father.",-0.6000000238418579,0
918,If you were only here.,0.0,1
919,These were his last words.,-0.6000000238418579,0
920,"He closed his eyes, opened his mouth, stretched out his legs, and hung there, as if he were dead.",-0.8000000119209291,0
921,"CHAPTER 16 The Lovely Maiden with Azure Hair sends for the poor Marionette, puts him to bed, and calls three Doctors to tell her if Pinocchio is dead or alive.",-0.30000001192092896,0
922,"If the poor Marionette had dangled there much longer, all hope would have been lost.",-0.5,0
923,"Luckily for him, the Lovely Maiden with Azure Hair once again looked out of her window.",0.30000001192092896,2
924,"Filled with pity at the sight of the poor little fellow being knocked helplessly about by the wind, she clapped her hands sharply together three times.",-0.699999988079071,0
925,"At the signal, a loud whirr of wings in quick flight was heard and a large Falcon came and settled itself on the window ledge.",-0.4000000059604645,0
926,"What do you command, my charming Fairy.",0.20000000298023224,2
927,"asked the Falcon, bending his beak in deep reverence (for it must be known that, after all, the Lovely Maiden with Azure Hair was none other than a very kind Fairy who had lived, for more than a thousand years, in the vicinity of the forest).",0.0,1
928,Do you see that Marionette hanging from the limb of that giant oak tree.,-0.10000000149011612,0
929,I see him.,-0.10000000149011612,0
930,Very well.,0.8999999761581421,2
931,Fly immediately to him.,0.0,1
932,"With your strong beak, break the knot which holds him tied, take him down, and lay him softly on the grass at the foot of the oak.",0.6000000238418579,2
933,"The Falcon flew away and after two minutes returned, saying, I have done what you have commanded.",-0.6000000238418579,0
934,How did you find him.,0.0,1
935,Alive or dead.,-0.5,0
936,"At first glance, I thought he was dead.",-0.5,0
937,"But I found I was wrong, for as soon as I loosened the knot around his neck, he gave a long sigh and mumbled with a faint voice, ‘Now I feel better!’",0.8000000119209291,2
938,The Fairy clapped her hands twice.,-0.4000000059604645,0
939,"A magnificent Poodle appeared, walking on his hind legs just like a man.",0.6000000238418579,2
940,He was dressed in court livery.,-0.30000001192092896,0
941,A tricorn trimmed with gold lace was set at a rakish angle over a wig of white curls that dropped down to his waist.,0.0,1
942,"He wore a jaunty coat of chocolate-colored velvet, with diamond buttons, and with two huge pockets which were always filled with bones, dropped there at dinner by his loving mistress.",0.0,1
943,"Breeches of crimson velvet, silk stockings, and low, silver-buckled slippers completed his costume.",0.0,1
944,"His tail was encased in a blue silk covering, which was to protect it from the rain.",0.0,1
945,"Come, Medoro, said the Fairy to him.",-0.10000000149011612,0
946,Get my best coach ready and set out toward the forest.,0.8000000119209291,2
947,"On reaching the oak tree, you will find a poor, half-dead Marionette stretched out on the grass.",-0.6000000238418579,0
948,"Lift him up tenderly, place him on the silken cushions of the coach, and bring him here to me.",0.4000000059604645,2
949,"The Poodle, to show that he understood, wagged his silk-covered tail two or three times and set off at a quick pace.",0.4000000059604645,2
950,"In a few minutes, a lovely little coach, made of glass, with lining as soft as whipped cream and chocolate pudding, and stuffed with canary feathers, pulled out of the stable.",0.8999999761581421,2
951,"It was drawn by one hundred pairs of white mice, and the Poodle sat on the coachman’s seat and snapped his whip gayly in the air, as if he were a real coachman in a hurry to get to his destination.",-0.4000000059604645,0
952,In a quarter of an hour the coach was back.,-0.10000000149011612,0
953,"The Fairy, who was waiting at the door of the house, lifted the poor little Marionette in her arms, took him to a dainty room with mother-of-pearl walls, put him to bed, and sent immediately for the most famous doctors of the neighborhood to come to her.",0.5,2
954,"One after another the doctors came, a Crow, and Owl, and a Talking Cricket.",0.0,1
955,"I should like to know, signori, said the Fairy, turning to the three doctors gathered about Pinocchio’s bed, I should like to know if this poor Marionette is dead or alive.",-0.4000000059604645,0
956,"At this invitation, the Crow stepped out and felt Pinocchio’s pulse, his nose, his little toe.",-0.30000001192092896,0
957,"Then he solemnly pronounced the following words: To my mind this Marionette is dead and gone; but if, by any evil chance, he were not, then that would be a sure sign that he is still alive.",-0.30000001192092896,0
958,"I am sorry, said the Owl, to have to contradict the Crow, my famous friend and colleague.",-0.5,0
959,"To my mind this Marionette is alive; but if, by any evil chance, he were not, then that would be a sure sign that he is wholly dead.",-0.699999988079071,0
960,And do you hold any opinion.,-0.20000000298023224,0
961,the Fairy asked the Talking Cricket.,-0.10000000149011612,0
962,"I say that a wise doctor, when he does not know what he is talking about, should know enough to keep his mouth shut.",0.0,1
963,"However, that Marionette is not a stranger to me.",-0.4000000059604645,0
964,I have known him a long time.,0.20000000298023224,2
965,"Pinocchio, who until then had been very quiet, shuddered so hard that the bed shook.",-0.6000000238418579,0
966,"That Marionette, continued the Talking Cricket, is a rascal of the worst kind.",-0.8000000119209291,0
967,Pinocchio opened his eyes and closed them again.,-0.10000000149011612,0
968,"He is rude, lazy, a runaway.",-0.8000000119209291,0
969,Pinocchio hid his face under the sheets.,-0.30000001192092896,0
970,That Marionette is a disobedient son who is breaking his father’s heart.,-0.4000000059604645,0
971,"Long shuddering sobs were heard, cries, and deep sighs.",-0.30000001192092896,0
972,"Think how surprised everyone was when, on raising the sheets, they discovered Pinocchio half melted in tears.",0.0,1
